START_DATE*,START_DATE,START_TIME,END_DATE*,END_DATE,END_TIME,CATEGORY*,TIME Diff.,TIME Diff. (hours),START*,STOP*,MILES*,SPEED,PURPOSE*,,,,
04-02-2016 16:57,04-02-2016,04:57:00 PM,04-02-2016 18:09,04-02-2016,06:09:00 PM,Business,01:12:00,1.2,Daytona Beach,Jacksonville,80.5,67.08333333,Customer Visit,,,,
04-02-2016 19:38,04-02-2016,07:38:00 PM,04-02-2016 22:36,04-02-2016,10:36:00 PM,Business,02:58:00,2.966666667,Jacksonville,Ridgeland,174.2,58.71910112,Customer Visit,,,,
04-02-2016 23:11,04-02-2016,11:11:00 PM,04-03-2016 01:34,04-03-2016,01:34:00 AM,Business,02:23:00,2.383333333,Ridgeland,Florence,144,60.41958042,Meeting,,,,
04-03-2016 02:00,04-03-2016,02:00:00 AM,04-03-2016 04:16,04-03-2016,04:16:00 AM,Business,02:16:00,2.266666667,Florence,Cary,159.3,70.27941176,Meeting,,,,
04-05-2016 21:39,04-05-2016,09:39:00 PM,04-05-2016 21:55,04-05-2016,09:55:00 PM,Business,00:16:00,0.266666667,Whitebridge,Wayne Ridge,7.9,29.625,Meal/Entertain,,,,
04-06-2016 00:19,04-06-2016,12:19:00 AM,04-06-2016 00:39,04-06-2016,12:39:00 AM,Business,00:20:00,0.333333333,Wayne Ridge,Whitebridge,8,24,Meal/Entertain,,,,
04-07-2016 18:20,04-07-2016,06:20:00 PM,04-07-2016 18:39,04-07-2016,06:39:00 PM,Business,00:19:00,0.316666667,Cary,Morrisville,6.1,19.26315789,Meal/Entertain,,,,
04-07-2016 19:45,04-07-2016,07:45:00 PM,04-07-2016 20:00,04-07-2016,08:00:00 PM,Business,00:15:00,0.25,Morrisville,Cary,6.1,24.4,Errand/Supplies,,,,
04-08-2016 12:30,04-08-2016,12:30:00 PM,04-08-2016 12:48,04-08-2016,12:48:00 PM,Business,00:18:00,0.3,Cary,Durham,10.5,35,Meeting,,,,
04-08-2016 13:34,04-08-2016,01:34:00 PM,04-08-2016 13:51,04-08-2016,01:51:00 PM,Business,00:17:00,0.283333333,Durham,Cary,8.7,30.70588235,Meal/Entertain,,,,
04-08-2016 13:55,04-08-2016,01:55:00 PM,04-08-2016 14:03,04-08-2016,02:03:00 PM,Business,00:08:00,0.133333333,Westpark Place,Whitebridge,1.8,13.5,Errand/Supplies,,,,
04-08-2016 14:43,04-08-2016,02:43:00 PM,04-08-2016 15:20,04-08-2016,03:20:00 PM,Business,00:37:00,0.616666667,Cary,Raleigh,19.1,30.97297297,Meeting,,,,
04-08-2016 16:05,04-08-2016,04:05:00 PM,04-08-2016 16:47,04-08-2016,04:47:00 PM,Business,00:42:00,0.7,Raleigh,Cary,18.6,26.57142857,Meeting,,,,
04-12-2016 09:15,04-12-2016,09:15:00 AM,04-12-2016 09:26,04-12-2016,09:26:00 AM,Business,00:11:00,0.183333333,Whitebridge,Edgehill Farms,2.8,15.27272727,Errand/Supplies,,,,
04-12-2016 09:34,04-12-2016,09:34:00 AM,04-12-2016 09:53,04-12-2016,09:53:00 AM,Business,00:19:00,0.316666667,Cary,Raleigh,8.9,28.10526316,Meeting,,,,
04-12-2016 10:58,04-12-2016,10:58:00 AM,04-12-2016 11:18,04-12-2016,11:18:00 AM,Business,00:20:00,0.333333333,Meredith,Cedar Hill,7.5,22.5,Customer Visit,,,,
04-12-2016 12:22,04-12-2016,12:22:00 PM,04-12-2016 12:44,04-12-2016,12:44:00 PM,Business,00:22:00,0.366666667,Raleigh,Morrisville,15.9,43.36363636,Meeting,,,,
04-12-2016 13:42,04-12-2016,01:42:00 PM,04-12-2016 14:01,04-12-2016,02:01:00 PM,Business,00:19:00,0.316666667,Morrisville,Cary,6.5,20.52631579,Meal/Entertain,,,,
14-04-2016,14-04-2016,07:29:00 AM,14-04-2016,14-04-2016,08:09:00 AM,Business,00:40:00,0.666666667,Cary,Holly Springs,15.3,22.95,Temporary Site,,,,
14-04-2016,14-04-2016,04:00:00 PM,14-04-2016,14-04-2016,04:43:00 PM,Business,00:43:00,0.716666667,Holly Springs,Cary,13.7,19.11627907,Temporary Site,,,,
15-04-2016,15-04-2016,11:36:00 AM,15-04-2016,15-04-2016,12:07:00 PM,Business,00:31:00,0.516666667,Cary,Raleigh,11.9,23.03225806,Temporary Site,,,,
15-04-2016,15-04-2016,12:29:00 PM,15-04-2016,15-04-2016,12:32:00 PM,Business,00:03:00,0.05,Meredith Townes,Harden Place,1.4,28,Errand/Supplies,,,,
15-04-2016,15-04-2016,02:31:00 PM,15-04-2016,15-04-2016,03:01:00 PM,Business,00:30:00,0.5,Raleigh,Cary,15.2,30.4,Meeting,,,,
16-04-2016,16-04-2016,12:59:00 PM,16-04-2016,16-04-2016,01:17:00 PM,Business,00:18:00,0.3,Cary,Morrisville,6,20,Errand/Supplies,,,,
16-04-2016,16-04-2016,03:10:00 PM,16-04-2016,16-04-2016,03:26:00 PM,Business,00:16:00,0.266666667,Morrisville,Cary,6.1,22.875,Meal/Entertain,,,,
19-04-2016,19-04-2016,05:44:00 PM,19-04-2016,19-04-2016,06:08:00 PM,Business,00:24:00,0.4,Whitebridge,Wayne Ridge,8.2,20.5,Meal/Entertain,,,,
19-04-2016,19-04-2016,07:57:00 PM,19-04-2016,19-04-2016,08:19:00 PM,Business,00:22:00,0.366666667,Wayne Ridge,Whitebridge,8,21.81818182,Meal/Entertain,,,,
22-04-2016,22-04-2016,08:25:00 AM,22-04-2016,22-04-2016,09:04:00 AM,Business,00:39:00,0.65,Cary,Raleigh,13.6,20.92307692,Meeting,,,,
22-04-2016,22-04-2016,10:10:00 AM,22-04-2016,22-04-2016,10:40:00 AM,Business,00:30:00,0.5,Raleigh,Cary,22.5,45,Meeting,,,,
22-04-2016,22-04-2016,12:08:00 PM,22-04-2016,22-04-2016,12:28:00 PM,Business,00:20:00,0.333333333,Cary,Durham,10.4,31.2,Meeting,,,,
22-04-2016,22-04-2016,01:02:00 PM,22-04-2016,22-04-2016,01:26:00 PM,Business,00:24:00,0.4,Durham,Cary,10,25,Meeting,,,,
23-04-2016,23-04-2016,05:03:00 PM,23-04-2016,23-04-2016,05:16:00 PM,Business,00:13:00,0.216666667,Whitebridge,Tanglewood,6,27.69230769,Meal/Entertain,,,,
23-04-2016,23-04-2016,06:49:00 PM,23-04-2016,23-04-2016,07:05:00 PM,Business,00:16:00,0.266666667,Tanglewood,Whitebridge,6.5,24.375,Meal/Entertain,,,,
24-04-2016,24-04-2016,07:07:00 PM,24-04-2016,24-04-2016,07:16:00 PM,Business,00:09:00,0.15,Cary,Morrisville,3.1,20.66666667,Errand/Supplies,,,,
24-04-2016,24-04-2016,07:46:00 PM,24-04-2016,24-04-2016,07:52:00 PM,Business,00:06:00,0.1,Chessington,Chessington,1.9,19,Errand/Supplies,,,,
24-04-2016,24-04-2016,09:41:00 PM,24-04-2016,24-04-2016,09:50:00 PM,Business,00:09:00,0.15,Morrisville,Cary,4.2,28,Between Offices,,,,
27-04-2016,27-04-2016,01:30:00 PM,27-04-2016,27-04-2016,01:40:00 PM,Business,00:10:00,0.166666667,Whitebridge,Burtrose,4.9,29.4,Between Offices,,,,
27-04-2016,27-04-2016,02:13:00 PM,27-04-2016,27-04-2016,02:25:00 PM,Business,00:12:00,0.2,Burtrose,Whitebridge,4.8,24,Between Offices,,,,
28-04-2016,28-04-2016,12:09:00 PM,28-04-2016,28-04-2016,12:34:00 PM,Business,00:25:00,0.416666667,Cary,Raleigh,12.4,29.76,Customer Visit,,,,
28-04-2016,28-04-2016,01:30:00 PM,28-04-2016,28-04-2016,01:49:00 PM,Business,00:19:00,0.316666667,Raleigh,Cary,32.8,103.5789474,Customer Visit,,,,
28-04-2016,28-04-2016,10:10:00 PM,28-04-2016,28-04-2016,10:28:00 PM,Business,00:18:00,0.3,Morrisville,Cary,5.5,18.33333333,Customer Visit,,,,
29-04-2016,29-04-2016,11:44:00 AM,29-04-2016,29-04-2016,12:01:00 PM,Business,00:17:00,0.283333333,Cary,Durham,9.9,34.94117647,Meeting,,,,
29-04-2016,29-04-2016,01:13:00 PM,29-04-2016,29-04-2016,01:34:00 PM,Business,00:21:00,0.35,Durham,Cary,10,28.57142857,Meeting,,,,
29-04-2016,29-04-2016,06:46:00 PM,29-04-2016,29-04-2016,07:18:00 PM,Business,00:32:00,0.533333333,Cary,Durham,14.2,26.625,Customer Visit,,,,
29-04-2016,29-04-2016,10:44:00 PM,29-04-2016,29-04-2016,11:19:00 PM,Business,00:35:00,0.583333333,Durham,Cary,18.2,31.2,Meeting,,,,
30-04-2016,30-04-2016,06:42:00 PM,30-04-2016,30-04-2016,06:57:00 PM,Business,00:15:00,0.25,Whitebridge,Waverly Place,7.7,30.8,Meal/Entertain,,,,
30-04-2016,30-04-2016,10:16:00 PM,30-04-2016,30-04-2016,10:34:00 PM,Business,00:18:00,0.3,Waverly Place,Whitebridge,6.8,22.66666667,,,,,
05-01-2016 13:45,05-01-2016,01:45:00 PM,05-01-2016 13:53,05-01-2016,01:53:00 PM,Business,00:08:00,0.133333333,Whitebridge,Westpark Place,2.1,15.75,Meal/Entertain,,,,
05-01-2016 14:26,05-01-2016,02:26:00 PM,05-01-2016 14:31,05-01-2016,02:31:00 PM,Business,00:05:00,0.083333333,Westpark Place,Whitebridge,2.3,27.6,,,,,
05-01-2016 17:33,05-01-2016,05:33:00 PM,05-01-2016 17:45,05-01-2016,05:45:00 PM,Business,00:12:00,0.2,Whitebridge,Tanglewood,6.2,31,Between Offices,,,,
05-01-2016 17:54,05-01-2016,05:54:00 PM,05-01-2016 18:10,05-01-2016,06:10:00 PM,Business,00:16:00,0.266666667,Tanglewood,Parkway,7.5,28.125,Meeting,,,,
05-01-2016 22:38,05-01-2016,10:38:00 PM,05-01-2016 22:49,05-01-2016,10:49:00 PM,Business,00:11:00,0.183333333,Parkway,Whitebridge,3.1,16.90909091,Errand/Supplies,,,,
05-02-2016 14:14,05-02-2016,02:14:00 PM,05-02-2016 14:21,05-02-2016,02:21:00 PM,Business,00:07:00,0.116666667,Whitebridge,Westpark Place,2.2,18.85714286,Errand/Supplies,,,,
05-02-2016 15:37,05-02-2016,03:37:00 PM,05-02-2016 15:48,05-02-2016,03:48:00 PM,Business,00:11:00,0.183333333,Westpark Place,Whitebridge,3.9,21.27272727,Meal/Entertain,,,,
05-03-2016 22:20,05-03-2016,10:20:00 PM,05-03-2016 22:28,05-03-2016,10:28:00 PM,Business,00:08:00,0.133333333,Morrisville,Cary,2.5,18.75,Meal/Entertain,,,,
05-04-2016 15:16,05-04-2016,03:16:00 PM,05-04-2016 15:37,05-04-2016,03:37:00 PM,Business,00:21:00,0.35,Cary,Morrisville,8.7,24.85714286,Meal/Entertain,,,,
05-04-2016 20:55,05-04-2016,08:55:00 PM,05-04-2016 21:14,05-04-2016,09:14:00 PM,Business,00:19:00,0.316666667,Mcvan,Capitol One,14.5,45.78947368,Errand/Supplies,,,,
05-04-2016 21:30,05-04-2016,09:30:00 PM,05-04-2016 21:36,05-04-2016,09:36:00 PM,Business,00:06:00,0.1,Capitol One,University District,4.5,45,Meal/Entertain,,,,
05-04-2016 22:19,05-04-2016,10:19:00 PM,05-04-2016 22:27,05-04-2016,10:27:00 PM,Business,00:08:00,0.133333333,University District,Capitol One,5,37.5,Meal/Entertain,,,,
05-05-2016 21:24,05-05-2016,09:24:00 PM,05-05-2016 21:36,05-05-2016,09:36:00 PM,Business,00:12:00,0.2,Seattle,Redmond,14.2,71,Meal/Entertain,,,,
05-05-2016 22:34,05-05-2016,10:34:00 PM,05-05-2016 22:40,05-05-2016,10:40:00 PM,Business,00:06:00,0.1,Redmond,Bellevue,2.9,29,Errand/Supplies,,,,
05-05-2016 23:55,05-05-2016,11:55:00 PM,05-06-2016 00:08,05-06-2016,12:08:00 AM,Business,00:13:00,0.216666667,Bellevue,Seattle,12.9,59.53846154,Meeting,,,,
05-06-2016 05:47,05-06-2016,05:47:00 AM,05-06-2016 06:02,05-06-2016,06:02:00 AM,Business,00:15:00,0.25,Capitol One,Mcvan,14.4,57.6,Meeting,,,,
05-06-2016 16:45,05-06-2016,04:45:00 PM,05-06-2016 16:59,05-06-2016,04:59:00 PM,Business,00:14:00,0.233333333,Chapel Hill,Morrisville,17,72.85714286,Meeting,,,,
05-06-2016 17:18,05-06-2016,05:18:00 PM,05-06-2016 17:44,05-06-2016,05:44:00 PM,Business,00:26:00,0.433333333,Morrisville,Cary,7.9,18.23076923,Customer Visit,,,,
05-09-2016 06:08,05-09-2016,06:08:00 AM,05-09-2016 06:25,05-09-2016,06:25:00 AM,Business,00:17:00,0.283333333,Cary,Morrisville,8.4,29.64705882,Customer Visit,,,,
05-09-2016 14:39,05-09-2016,02:39:00 PM,05-09-2016 15:06,05-09-2016,03:06:00 PM,Business,00:27:00,0.45,San Francisco,Palo Alto,20.5,45.55555556,Between Offices,,,,
05-09-2016 17:58,05-09-2016,05:58:00 PM,05-09-2016 18:26,05-09-2016,06:26:00 PM,Business,00:28:00,0.466666667,Palo Alto,Sunnyvale,9.8,21,Customer Visit,,,,
05-09-2016 19:35,05-09-2016,07:35:00 PM,05-09-2016 19:59,05-09-2016,07:59:00 PM,Business,00:24:00,0.4,Sunnyvale,Newark,17.6,44,Customer Visit,,,,
05-10-2016 09:03,05-10-2016,09:03:00 AM,05-10-2016 09:20,05-10-2016,09:20:00 AM,Business,00:17:00,0.283333333,Newark,Menlo Park,9.3,32.82352941,Customer Visit,,,,
05-10-2016 17:19,05-10-2016,05:19:00 PM,05-10-2016 17:31,05-10-2016,05:31:00 PM,Business,00:12:00,0.2,Menlo Park,Newark,7.9,39.5,Customer Visit,,,,
05-11-2016 08:35,05-11-2016,08:35:00 AM,05-11-2016 09:12,05-11-2016,09:12:00 AM,Business,00:37:00,0.616666667,Newark,San Francisco,25.6,41.51351351,Meeting,,,,
05-11-2016 21:47,05-11-2016,09:47:00 PM,05-11-2016 22:04,05-11-2016,10:04:00 PM,Business,00:17:00,0.283333333,Morrisville,Cary,8.1,28.58823529,Meeting,,,,
14-05-2016,14-05-2016,06:35:00 PM,14-05-2016,14-05-2016,06:39:00 PM,Business,00:04:00,0.066666667,Cary,Morrisville,3.1,46.5,Meal/Entertain,,,,
14-05-2016,14-05-2016,11:01:00 PM,14-05-2016,14-05-2016,11:05:00 PM,Business,00:04:00,0.066666667,Morrisville,Cary,3.1,46.5,Meal/Entertain,,,,
17-05-2016,17-05-2016,01:15:00 PM,17-05-2016,17-05-2016,01:23:00 PM,Business,00:08:00,0.133333333,Whitebridge,Preston,2.8,21,Errand/Supplies,,,,
17-05-2016,17-05-2016,01:56:00 PM,17-05-2016,17-05-2016,02:08:00 PM,Business,00:12:00,0.2,Preston,Westpark Place,2.7,13.5,Errand/Supplies,,,,
17-05-2016,17-05-2016,02:34:00 PM,17-05-2016,17-05-2016,02:40:00 PM,Business,00:06:00,0.1,Westpark Place,Whitebridge,1.9,19,Errand/Supplies,,,,
18-05-2016,18-05-2016,09:11:00 AM,18-05-2016,18-05-2016,09:41:00 AM,Business,00:30:00,0.5,Cary,Morrisville,8.4,16.8,Customer Visit,,,,
19-05-2016,19-05-2016,02:37:00 PM,19-05-2016,19-05-2016,03:01:00 PM,Business,00:24:00,0.4,Old City,Parkway Museums,2.9,7.25,Meal/Entertain,,,,
20-05-2016,20-05-2016,10:56:00 AM,20-05-2016,20-05-2016,11:07:00 AM,Business,00:11:00,0.183333333,Old City,Hog Island,11.2,61.09090909,Meeting,,,,
20-05-2016,20-05-2016,03:43:00 PM,20-05-2016,20-05-2016,04:12:00 PM,Business,00:29:00,0.483333333,Morrisville,Cary,8.2,16.96551724,Meal/Entertain,,,,
22-05-2016,22-05-2016,03:39:00 PM,22-05-2016,22-05-2016,03:46:00 PM,Business,00:07:00,0.116666667,Cary,Morrisville,3,25.71428571,Meal/Entertain,,,,
22-05-2016,22-05-2016,06:46:00 PM,22-05-2016,22-05-2016,06:53:00 PM,Business,00:07:00,0.116666667,Morrisville,Cary,2.5,21.42857143,Meal/Entertain,,,,
23-05-2016,23-05-2016,08:19:00 PM,23-05-2016,23-05-2016,08:27:00 PM,Business,00:08:00,0.133333333,Whitebridge,Savon Height,3.6,27,Meal/Entertain,,,,
23-05-2016,23-05-2016,09:09:00 PM,23-05-2016,23-05-2016,09:21:00 PM,Business,00:12:00,0.2,Savon Height,Whitebridge,3.6,18,Errand/Supplies,,,,
27-05-2016,27-05-2016,08:26:00 PM,27-05-2016,27-05-2016,08:30:00 PM,Business,00:04:00,0.066666667,Whitebridge,Kildaire Farms,4.5,67.5,Errand/Supplies,,,,
27-05-2016,27-05-2016,08:47:00 PM,27-05-2016,27-05-2016,08:53:00 PM,Business,00:06:00,0.1,Savon Height,Kilarney Woods,1.2,12,,,,,
27-05-2016,27-05-2016,10:11:00 PM,27-05-2016,27-05-2016,10:14:00 PM,Business,00:03:00,0.05,Kilarney Woods,Kildaire Farms,1.7,34,Errand/Supplies,,,,
28-05-2016,28-05-2016,12:15:00 AM,28-05-2016,28-05-2016,12:21:00 AM,Business,00:06:00,0.1,Kilarney Woods,Whitebridge,4.7,47,Errand/Supplies,,,,
28-05-2016,28-05-2016,12:52:00 PM,28-05-2016,28-05-2016,01:06:00 PM,Business,00:14:00,0.233333333,Cary,Morrisville,6.1,26.14285714,Meal/Entertain,,,,
28-05-2016,28-05-2016,02:35:00 PM,28-05-2016,28-05-2016,03:04:00 PM,Business,00:29:00,0.483333333,Morrisville,Cary,11.3,23.37931034,Customer Visit,,,,
31-05-2016,31-05-2016,01:54:00 PM,31-05-2016,31-05-2016,02:41:00 PM,Business,00:47:00,0.783333333,Cary,Raleigh,14.9,19.0212766,Meeting,,,,
31-05-2016,31-05-2016,04:02:00 PM,31-05-2016,31-05-2016,04:39:00 PM,Business,00:37:00,0.616666667,Raleigh,Cary,14,22.7027027,Meeting,,,,
31-05-2016,31-05-2016,05:50:00 PM,31-05-2016,31-05-2016,05:59:00 PM,Business,00:09:00,0.15,Westpark Place,Whitebridge,1.8,12,,,,,
06-01-2016 10:19,06-01-2016,10:19:00 AM,06-01-2016 10:47,06-01-2016,10:47:00 AM,Business,00:28:00,0.466666667,Cary,Morrisville,6.7,14.35714286,Customer Visit,,,,
06-01-2016 13:10,06-01-2016,01:10:00 PM,06-01-2016 13:39,06-01-2016,01:39:00 PM,Business,00:29:00,0.483333333,Morrisville,Cary,9.6,19.86206897,Meeting,,,,
06-03-2016 11:29,06-03-2016,11:29:00 AM,06-03-2016 11:49,06-03-2016,11:49:00 AM,Business,00:20:00,0.333333333,Cary,Durham,10.4,31.2,Meeting,,,,
06-03-2016 13:08,06-03-2016,01:08:00 PM,06-03-2016 13:38,06-03-2016,01:38:00 PM,Business,00:30:00,0.5,Durham,Cary,9.9,19.8,Meeting,,,,
06-03-2016 15:31,06-03-2016,03:31:00 PM,06-03-2016 15:54,06-03-2016,03:54:00 PM,Business,00:23:00,0.383333333,Cary,Morrisville,6,15.65217391,Meal/Entertain,,,,
06-03-2016 18:14,06-03-2016,06:14:00 PM,06-03-2016 18:29,06-03-2016,06:29:00 PM,Business,00:15:00,0.25,Townes at Everett Crossing,Chessington,3.3,13.2,Errand/Supplies,,,,
06-03-2016 18:41,06-03-2016,06:41:00 PM,06-03-2016 18:53,06-03-2016,06:53:00 PM,Business,00:12:00,0.2,Morrisville,Cary,3.1,15.5,Errand/Supplies,,,,
06-03-2016 19:36,06-03-2016,07:36:00 PM,06-03-2016 19:42,06-03-2016,07:42:00 PM,Business,00:06:00,0.1,Huntington Woods,Weston,1.7,17,Errand/Supplies,,,,
06-03-2016 22:47,06-03-2016,10:47:00 PM,06-03-2016 23:06,06-03-2016,11:06:00 PM,Business,00:19:00,0.316666667,Morrisville,Cary,4,12.63157895,Between Offices,,,,
06-05-2016 14:03,06-05-2016,02:03:00 PM,06-05-2016 14:33,06-05-2016,02:33:00 PM,Business,00:30:00,0.5,Whitebridge,Savon Height,7.8,15.6,Customer Visit,,,,
06-05-2016 15:06,06-05-2016,03:06:00 PM,06-05-2016 15:22,06-05-2016,03:22:00 PM,Business,00:16:00,0.266666667,Cary,Morrisville,7.8,29.25,Customer Visit,,,,
06-05-2016 15:57,06-05-2016,03:57:00 PM,06-05-2016 16:08,06-05-2016,04:08:00 PM,Business,00:11:00,0.183333333,Weston,Weston,3.8,20.72727273,Meal/Entertain,,,,
06-05-2016 18:05,06-05-2016,06:05:00 PM,06-05-2016 18:14,06-05-2016,06:14:00 PM,Business,00:09:00,0.15,Morrisville,Cary,2.5,16.66666667,Meal/Entertain,,,,
06-05-2016 21:53,06-05-2016,09:53:00 PM,06-05-2016 22:05,06-05-2016,10:05:00 PM,Business,00:12:00,0.2,Cary,Durham,9.9,49.5,Meeting,,,,
06-05-2016 23:52,06-05-2016,11:52:00 PM,06-06-2016 00:08,06-06-2016,12:08:00 AM,Business,00:16:00,0.266666667,Durham,Cary,9.9,37.125,Meeting,,,,
06-06-2016 15:36,06-06-2016,03:36:00 PM,06-06-2016 15:45,06-06-2016,03:45:00 PM,Business,00:09:00,0.15,Whitebridge,Hazelwood,3,20,Errand/Supplies,,,,
06-06-2016 16:16,06-06-2016,04:16:00 PM,06-06-2016 16:24,06-06-2016,04:24:00 PM,Business,00:08:00,0.133333333,Hazelwood,Whitebridge,2.4,18,Errand/Supplies,,,,
06-06-2016 20:06,06-06-2016,08:06:00 PM,06-06-2016 20:20,06-06-2016,08:20:00 PM,Business,00:14:00,0.233333333,Cary,Apex,5.7,24.42857143,Meal/Entertain,,,,
06-06-2016 21:08,06-06-2016,09:08:00 PM,06-06-2016 21:37,06-06-2016,09:37:00 PM,Business,00:29:00,0.483333333,Apex,Cary,7.2,14.89655172,Meal/Entertain,,,,
06-06-2016 21:41,06-06-2016,09:41:00 PM,06-06-2016 22:00,06-06-2016,10:00:00 PM,Business,00:19:00,0.316666667,Cary,Durham,10.4,32.84210526,Meeting,,,,
06-06-2016 23:34,06-06-2016,11:34:00 PM,06-06-2016 23:48,06-06-2016,11:48:00 PM,Business,00:14:00,0.233333333,Durham,Cary,9.9,42.42857143,Meeting,,,,
06-07-2016 21:42,06-07-2016,09:42:00 PM,06-07-2016 22:00,06-07-2016,10:00:00 PM,Business,00:18:00,0.3,Cary,Durham,10.4,34.66666667,Meeting,,,,
06-07-2016 23:41,06-07-2016,11:41:00 PM,06-08-2016 00:04,06-08-2016,12:04:00 AM,Business,00:23:00,0.383333333,Durham,Cary,9.9,25.82608696,Meeting,,,,
06-08-2016 08:23,06-08-2016,08:23:00 AM,06-08-2016 08:53,06-08-2016,08:53:00 AM,Business,00:30:00,0.5,Cary,Morrisville,8.7,17.4,Meal/Entertain,,,,
06-08-2016 12:04,06-08-2016,12:04:00 PM,06-08-2016 13:01,06-08-2016,01:01:00 PM,Business,00:57:00,0.95,Jamaica,New York,22.3,23.47368421,Errand/Supplies,,,,
06-08-2016 13:12,06-08-2016,01:12:00 PM,06-08-2016 13:29,06-08-2016,01:29:00 PM,Business,00:17:00,0.283333333,Seaport,Gramercy-Flatiron,3.3,11.64705882,Meal/Entertain,,,,
06-08-2016 14:31,06-08-2016,02:31:00 PM,06-08-2016 14:37,06-08-2016,02:37:00 PM,Business,00:06:00,0.1,Medical Centre,Tudor City,0.7,7,Errand/Supplies,,,,
06-08-2016 16:55,06-08-2016,04:55:00 PM,06-08-2016 17:11,06-08-2016,05:11:00 PM,Business,00:16:00,0.266666667,Rose Hill,Soho,2.5,9.375,Meal/Entertain,,,,
06-08-2016 17:16,06-08-2016,05:16:00 PM,06-08-2016 17:18,06-08-2016,05:18:00 PM,Business,00:02:00,0.033333333,Soho,Tribeca,0.5,15,Errand/Supplies,,,,
06-08-2016 17:59,06-08-2016,05:59:00 PM,06-08-2016 18:05,06-08-2016,06:05:00 PM,Business,00:06:00,0.1,Tribeca,Financial District,0.9,9,Errand/Supplies,,,,
06-08-2016 20:11,06-08-2016,08:11:00 PM,06-08-2016 20:25,06-08-2016,08:25:00 PM,Business,00:14:00,0.233333333,Financial District,Kips Bay,4.8,20.57142857,Errand/Supplies,,,,
06-10-2016 15:19,06-10-2016,03:19:00 PM,06-10-2016 16:28,06-10-2016,04:28:00 PM,Business,01:09:00,1.15,New York,Jamaica,16.3,14.17391304,Meeting,,,,
06-10-2016 21:47,06-10-2016,09:47:00 PM,06-10-2016 22:04,06-10-2016,10:04:00 PM,Business,00:17:00,0.283333333,Cary,Durham,10.4,36.70588235,Meeting,,,,
06-10-2016 23:53,06-10-2016,11:53:00 PM,06-11-2016 00:01,06-11-2016,12:01:00 AM,Business,00:08:00,0.133333333,Durham,Cary,9.9,74.25,Meeting,,,,
06-11-2016 17:08,06-11-2016,05:08:00 PM,06-11-2016 17:16,06-11-2016,05:16:00 PM,Business,00:08:00,0.133333333,Cary,Morrisville,3.7,27.75,Errand/Supplies,,,,
06-11-2016 17:34,06-11-2016,05:34:00 PM,06-11-2016 17:39,06-11-2016,05:39:00 PM,Business,00:05:00,0.083333333,Morrisville,Cary,4.6,55.2,Meal/Entertain,,,,
06-11-2016 17:50,06-11-2016,05:50:00 PM,06-11-2016 17:56,06-11-2016,05:56:00 PM,Business,00:06:00,0.1,Westpark Place,Whitebridge,1.7,17,,,,,
06-11-2016 21:45,06-11-2016,09:45:00 PM,06-11-2016 22:04,06-11-2016,10:04:00 PM,Business,00:19:00,0.316666667,Cary,Durham,10.4,32.84210526,Meeting,,,,
06-11-2016 23:39,06-11-2016,11:39:00 PM,06-12-2016 00:05,06-12-2016,12:05:00 AM,Business,00:26:00,0.433333333,Durham,Cary,9.9,22.84615385,Meeting,,,,
06-12-2016 19:53,06-12-2016,07:53:00 PM,06-12-2016 19:56,06-12-2016,07:56:00 PM,Business,00:03:00,0.05,Cary,Morrisville,2.5,50,Meal/Entertain,,,,
06-12-2016 20:05,06-12-2016,08:05:00 PM,06-12-2016 20:16,06-12-2016,08:16:00 PM,Business,00:11:00,0.183333333,Morrisville,Cary,4.3,23.45454545,Errand/Supplies,,,,
06-12-2016 21:58,06-12-2016,09:58:00 PM,06-12-2016 22:19,06-12-2016,10:19:00 PM,Business,00:21:00,0.35,Parkway,Whitebridge,2.8,8,Errand/Supplies,,,,
13-06-2016,13-06-2016,05:23:00 AM,13-06-2016,13-06-2016,05:42:00 AM,Business,00:19:00,0.316666667,Cary,Morrisville,8.4,26.52631579,Meal/Entertain,,,,
13-06-2016,13-06-2016,02:17:00 PM,13-06-2016,13-06-2016,02:46:00 PM,Business,00:29:00,0.483333333,Oakland,Emeryville,13.2,27.31034483,Meeting,,,,
13-06-2016,13-06-2016,06:08:00 PM,13-06-2016,13-06-2016,06:47:00 PM,Business,00:39:00,0.65,Emeryville,Berkeley,3.9,6,Meal/Entertain,,,,
13-06-2016,13-06-2016,06:54:00 PM,13-06-2016,13-06-2016,07:23:00 PM,Business,00:29:00,0.483333333,Berkeley,Oakland,5.1,10.55172414,Meal/Entertain,,,,
13-06-2016,13-06-2016,08:00:00 PM,13-06-2016,13-06-2016,08:05:00 PM,Business,00:05:00,0.083333333,Oakland,Unknown Location,5.2,62.4,Customer Visit,,,,
14-06-2016,14-06-2016,12:03:00 PM,14-06-2016,14-06-2016,12:21:00 PM,Business,00:18:00,0.3,Emeryville,San Francisco,9.8,32.66666667,,,,,
14-06-2016,14-06-2016,04:09:00 PM,14-06-2016,14-06-2016,04:39:00 PM,Business,00:30:00,0.5,San Francisco,Emeryville,11.6,23.2,Meeting,,,,
14-06-2016,14-06-2016,05:15:00 PM,14-06-2016,14-06-2016,05:24:00 PM,Business,00:09:00,0.15,Emeryville,Oakland,5.1,34,Meeting,,,,
